ID	Internal ID	Name	Codes	Allowed	Banned
125	127	Recov150	N, P, R, T, V	P, T	N, R, V
126	128	Recov200	M, N, U, V, W	M, W	N, U, V
127	129	Recov300	O, R, V, W, Z	R	O, V, W, Z
128	130	PanlGrab	B, H, K, L, P, *	L, P, *	B, H, K
129	131	AreaGrab	E, L, R, S, Z, *	E, S, *	L, R, Z
130	132	GrabRvng	A, L, P, S, W	W	A, L, P, S
131	133	Geddon1	C, K, L, Q, S	S	C, K, L, Q
132	134	Geddon2	J, M, R, T, Z	Z	J, M, R, T
133	135	Geddon3	E, J, N, P, Y	Y	E, J, N, P
134	138	Escape	F, H, J, L, N	F, H, J, N	L
135	139	AirShoes	A, J, O, V, Z, *	A, J, Z	O, V, *
136	140	Repair	A, C, E, L, P, *	C, L, *	A, E, P
137	141	Candle1	C, F, I, M, V, *	C, F, I, M, V	
138	142	Candle2	A, G, J, L, T, *	A, G, J, L, T	
139	143	Candle3	B, E, H, N, W, *	B, E, H, N, W	
140	144	RockCube	B, D, G, M, V, *	B, *	D, G, M, V
141	145	Prism	B, C, L, N, Q, *	Q	B, C, L, N, *
142	146	Guardian	O, P, U, V, Z	O	P, U, V, Z
143	147	Wind	G, J, O, Q, T, *	G, J, O, Q, T, *	
144	148	Fan	A, G, L, N, Y, *	A, G, L, N, Y, *	
145	149	Anubis	H, K, M, U, W	U, W	H, K, M
146	150	SloGauge	*	*	
147	151	FstGauge	*	*	
148	152	FullCust	*	*	
149	153	Invis1	A, F, L, R, U, *	A, F, L, R, U, *	
150	154	Invis2	B, H, M, Q, V, *	B, H, M, Q, V, *	
151	155	Invis3	C, G, K, P, W, *	C, G, K, P, W, *	
152	156	DropDown	A, C, F, Q, S, *	S	A, C, F, Q, *
153	157	PopUp	D, I, J, T, W	D, I, T, W	J
154	158	StoneBod	C, E, S, T, W, *	C, E, S	T, W, *
155	159	Shadow1	B, G, H, L, R	B, G, H, L, R	
156	160	Shadow2	D, E, J, M, T	D, E, J, M, T	
157	161	Shadow3	C, F, K, N, V	C, F, K, N, V	
158	162	UnderSht	H, J, N, R, W, *	N	H, J, R, W, *
159	112	Barrier	B, E, L, S, T, *	B, L, *	E, S, T
160	163	BblWrap	I, J, Q, R, W	R	I, J, Q, W
161	164	LeafShld	A, D, R, S, W	A, D, R, S, W	
162	165	AquaAura	A, E, I, M, Q, *	A, M	E, I, Q, *
163	166	FireAura	B, F, J, N, R, *	R	B, F, J, N, *
164	167	WoodAura	C, G, K, O, S	S	C, G, K, O
165	168	ElecAura	D, H, L, P, T	L	D, H, P, T
166	169	LifeAur1	B, G, I, O, Q	B, G, I, O	Q
167	170	LifeAur2	D, F, J, N, R	D, F, J, N, R	
168	171	LifeAur3	E, K, T	E, K, T	
169	172	MagLine	A, E, I, M, Q, *	Q	A, E, I, M, *
170	173	LavaLine	A, F, J, M, R, *	A, M	F, J, R, *
171	174	IceLine	B, E, J, N, Q, *	E, J	B, N, Q, *
172	175	GrassLne	B, F, I, N, R, *	N, R	B, F, I, *
173	176	LavaStge	D, H, M, U, V, *	V	D, H, M, U, *
174	177	IceStage	A, C, E, I, S, *	I	A, C, E, S, *
175	178	GrassStg	B, D, H, P, R	H	B, D, P, R
176	179	HolyPanl	C, E, H, L, R, *	C, E, L, R	H, *
177	180	Jealosy	E, J, O, R, U, *	J	E, O, R, U, *
178	181	AntiFire	F, K, L, P, T	T	F, K, L, P
179	182	AntiElec	E, H, N, U, Y	H	E, N, U, Y
180	183	AntiWatr	A, D, Q, W, Z	W	A, D, Q, Z
181	184	AntiDmg	C, J, M, R, S	S	C, J, M, R
182	185	AntiSwrd	D, H, I, M, T	H	D, I, M, T
183	186	AntiNavi	K, L, O, T, X	X	K, L, O, T
184	187	AntiRecv	B, D, M, P, W	D, M	B, P, W
185	188	Atk+10	*	*	
186	47	Atk+20	*	*	
187	48	Atk+30	*	*	
188	189	Fire+40	*	*	
189	190	Aqua+40	*	*	
190	191	Wood+40	*	*	
191	192	Elec+40	*	*	
192	193	Navi+20	*	*	
193	49	Navi+40	*	*	
194	194	Roll	R, *		R, *
195	195	RollV2	R, *		R, *
196	196	RollV3	R		R
197	197	GutsMan	G, *		G, *
198	198	GutsManV2	G		G
199	199	GutsManV3	G		G
200	200	ProtoMan	B, *		B, *
201	201	ProtoMnV2	B		B
202	202	ProtoMnV3	B		B
203	203	AirMan	A, *		A, *
204	204	AirManV2	A, *		A, *
205	205	AirManV3	A, *		A, *
206	206	QuickMan	Q, *		Q, *
207	207	QuickMnV2	Q, *		Q, *
208	208	QuickMnV3	Q, *		Q, *
209	209	CutMan	C, *		C, *
210	210	CutManV2	C, *		C, *
211	211	CutManV3	C, *		C, *
212	212	ShadoMan	S, *		S, *
213	213	ShadoMnV2	S		S
214	214	ShadoMnV3	S		S
215	215	KnightMn	K, *		K, *
216	216	KnghtMnV2	K		K
217	217	KnghtMnV3	K		K
218	218	MagnetMn	M, *		M, *
219	219	MagntMnV2	M		M
220	220	MagntMnV3	M		M
221	221	FreezeMn	F, *		F, *
222	222	FrzManV2	F		F
223	223	FrzManV3	F		F
224	224	HeatMan	H, *		H, *
225	225	HeatManV2	H		H
226	226	HeatManV3	H		H
227	227	ToadMan	T, *		T, *
228	228	ToadManV2	T		T
229	229	ToadManV3	T		T
230	230	ThunMan	T, *		T, *
231	231	ThunManV2	T		T
232	232	ThunManV3	T		T
233	233	SnakeMan	S, *		S, *
234	234	SnakeMnV2	S		S
235	235	SnakeMnV3	S		S
236	236	GateMan	G, *		G, *
237	237	GateManV2	G		G
238	238	GateManV3	G		G
239	245	PharoMan	P		P
240	246	PharoMnV2	P		P
241	247	PharoMnV3	P		P
242	242	NapalmMn	N		N
243	243	NaplmMnV2	N		N
244	244	NaplmMnV3	N		N
245	239	PlanetMn	P		P
246	240	PlnetMnV2	P		P
247	241	PlnetMnV3	P		P
248	248	Bass	F		F
249	249	BassV2	F		F
250	250	BassV3	X		X
251	251	BgRedWav	F, H, P, R, S		F, H, P, R, S
252	252	FreezBom	A, I, J, Q, U		A, I, J, Q, U
253	253	Sparker	C, E, G, K, V		C, E, G, K, V
254	254	GaiaSwrd	D, L, N, W, Y		D, L, N, W, Y
255	255	BlkBomb	B, F, G, P, R		B, F, G, P, R
256	256	FtrSword	A, I, L, S, Y, *		A, I, L, S, Y, *
257	257	KngtSwrd	F, J, K, M, Q		F, J, K, M, Q
258	258	HeroSwrd	E, N, O, T, Z		E, N, O, T, Z
259	259	Meteors	B, H, O, R, V		B, H, O, R, V
260	260	Poltrgst	E, P, R, U, W		E, P, R, U, W
261	265	GateSP	G		G
262	261	FireGspl	X		X
263	262	AquaGspl	X		X
264	263	ElecGspl	X		X
265	264	WoodGspl	X		X
266	270	Snctuary	A, C, E, L, S		A, C, E, L, S
