ID	Internal ID	Name	Codes	Allowed	Banned
92	87	BoyBomb3	G, T, V	G, V	T
93	97	TimeBomb	J, K, L	J, K, L	
94	98	Mine	C, H, Z	C, Z	H
95	99	RockCube	*	*	
96	83	Wind	*	*	
97	84	Fan	*	*	
98	100	Fanfare	E, G, N, *	E, G, *	N
99	101	Discord	D, T, V, *	D, T, V, *	
100	102	Timpani	P, T, Z, *	P, T, Z, *	
101	7	Silence	C, M, R, *	M, R, *	C
102	103	VDoll	I, O, Y	Y	I, O
103	88	Guard1	A, L, V, *	A, L, V, *	
104	89	Guard2	C, G, P, *	C, G, P, *	
105	90	Guard3	F, R, T, *	R, T, *	F
106	91	CrakOut	*	*	
107	92	DublCrak	B, L, R, *	*	B, L, R
108	93	TripCrak	B, L, R, *	*	B, L, R
109	107	Recov10	A, L, N, *	A, L, *	N
110	108	Recov30	F, H, R, *	F, R	H, *
111	109	Recov50	E, L, S, *	E, S, *	L
112	110	Recov80	B, J, O, *	B, J, *	O
113	111	Recov120	F, J, Q, *	F, J, Q, *	
114	112	Recov150	C, T, Z	C, T, Z	
115	113	Recov200	H, M, W	H, M, W	
116	114	Recov300	J, N, Y	J	N, Y
117	115	Repair	I, P, R, *	P	I, R, *
118	116	PanlGrab	K, O, Y, *	Y, *	K, O
119	117	AreaGrab	E, M, S, *	E, M, S	*
120	95	MetaGel	K, T, Z	K, T, Z	
121	119	GrabBnsh	E, K, P	E, K, P	
122	118	GrabRvng	D, J, N	D, J, N	
123	122	PnlRetrn	*	*	
124	123	Geddon1	J, K, W	J, K, W	
125	124	Geddon2	N, T, Y	N, T, Y	
126	125	Geddon3	H, Q, U	Q, U	H
127	120	SloGauge	E, H, V, *	E	H, V, *
128	121	FstGauge	I, Q, U, *	Q, *	I, U
129	129	Blinder	*	*	
130	138	NrthWind	E, N, T, *	E, T	N, *
131	139	HolyPanl	*	*	
132	82	Hole	*	*	
133	133	Invis	*	*	
134	134	PopUp	J, P, Y, *	P, *	J, Y
135	135	Barrier	A, D, Z, *	A, D, *	Z
136	136	Barr100	P, Q, W	P, Q, W	
137	137	Barr200	I, O, U	I, O, U	
138	140	AntiFire	K	K	
139	141	AntiWatr	D	D	
140	142	AntiElec	H	H	
141	143	AntiWood	M	M	
142	145	AntiDmg	K, M, R	M, R	K
143	146	AntiSwrd	C, I, N, *	C, N	I, *
144	144	AntiNavi	J, M, T	M, T	J
145	147	AntiRecv	B, D, G, *	D	B, G, *
146	148	CopyDmg	*	*	
147	28	LifeSync	N, Q, Y	N, Q	Y
148	149	Atk+10	*	*	
149	150	Navi+20	*	*	
150	127	ColorPt	*	*	
601	220	SuprVulc	V	V	
602	217	NeoVari	N	N	
603	210	ShotStar	R	R	
604	215	GodHammr	G	G	
605	203	Guardian	O	O	
606	212	Jealousy	J	J	
607	211	BugChain	C, *	C, *	
608	206	BugFix	B, *	B, *	
609	209	FullCust	*	*	
610	201	LifeAura	D	D	
611	208	Snctuary	S	S	
612	205	Atk+30	*	*	
613	207	DblPoint	*	*	
614	202	Muramasa	M	M	
615	204	Anubis	A	A	
616	213	ElemDark	E	E	
617	214	BlakWing	W	W	
618	216	DrkLine	L, *	L, *	
619	239	ProtoMan	B		B
620	240	ProtoMSP	B		B
621	241	ProtoMDS	B		B
622	242	NumbrMan	N		N
623	243	NumbMnSP	N		N
624	244	NumbMnDS	N		N
625	245	MetalMan	M		M
626	246	MetlMnSP	M		M
627	247	MetlMnDS	M		M
628	248	JunkMan	J		J
629	249	JunkMnSP	J		J
630	250	JunkMnDS	J		J
631	251	AquaMan	A		A
632	252	AquaMnSP	A		A
633	253	AquaMnDS	A		A
634	254	WoodMan	W		W
635	255	WoodMnSP	W		W
636	256	WoodMnDS	W		W
637	257	TopMan	T		T
638	258	TopMnSP	T		T
639	259	TopMnDS	T		T
640	263	BurnMan	B		B
641	264	BurnMnSP	B		B
642	265	BurnMnDS	B		B
643	266	ColdMan	C		C
644	267	ColdMnSP	C		C
645	268	ColdMnDS	C		C
646	269	SparkMan	S		S
647	270	SprkMnSP	S		S
648	271	SprkMnDS	S		S
649	260	ShadeMan	X		X
650	261	ShadMnSP	X		X
651	262	ShadMnDS	X		X
652	272	LaserMan	L		L
653	273	LasrMnSP	L		L
654	274	LasrMnDS	L		L
655	275	KendoMan	K		K
656	276	KendMnSP	K		K
657	277	KendMnDS	K		K
658	278	VideoMan	V		V
659	279	VideMnSP	V		V
660	280	VideMnDS	V		V
901	309	BlueMoon	B		B
902	305	SignlRed	S	S	
903	306	BassAnly	X	X	
904	303	BugCurse	C	C	
905	302	DeltaRay	Z	Z	
S??	312	Duo	D	D	
S??	311	PrixPowr	G	G	
S01	151	RollAro1	A, F, T		A, F, T
S02	152	RollAro2	D, R, W		D, R, W
S03	153	RollAro3	Q, Y, Z		Q, Y, Z
S04	154	GutPnch1	B, E, N		B, E, N
S05	155	GutPnch2	G, P, Y		G, P, Y
S06	156	GutPnch3	M, Q, T		M, Q, T
S07	157	PropBom1	E, G, P, *		E, G, P, *
S08	158	PropBom2	F, V, Z, *		F, V, Z, *
S09	159	PropBom3	H, J, Q		H, J, Q
S10	160	SeekBom1	B, R, S, *		B, R, S, *
S11	161	SeekBom2	C, I, O		C, I, O
S12	162	SeekBom3	M, U, W		M, U, W
S13	163	Meteors1	G, L, S, *		G, L, S, *
S14	164	Meteors2	M, Q, T		M, Q, T
S15	165	Meteors3	C, R, Z		C, R, Z
S16	166	Ligtnin1	L, T, W, *		L, T, W, *
S17	167	Ligtnin2	A, E, V		A, E, V
S18	168	Ligtnin3	H, J, Q		H, J, Q
S19	169	HawkCut1	H, N, O		H, N, O
S20	170	HawkCut2	F, S, V		F, S, V
S21	171	HawkCut3	I, N, Z		I, N, Z
S22	172	NumbrBl1	E, L, W		E, L, W
S23	173	NumbrBl2	A, E, P		A, E, P
S24	174	NumbrBl3	L, T, Y		L, T, Y
S25	175	MetlGer1	A, M, P, *		A, M, P, *
S26	176	MetlGer2	C, E, G, *		C, E, G, *
S27	177	MetlGer3	I, L, Q, *		I, L, Q, *
S28	178	PanlSht1	A, H, S, *		A, H, S, *
S29	179	PanlSht2	C, G, T, *		C, G, T, *
S30	180	PanlSht3	F, J, N, *		F, J, N, *
S31	181	AquaUp1	B, S, Z		B, S, Z
S32	182	AquaUp2	I, P, U		I, P, U
S33	183	AquaUp3	F, K, W		F, K, W
S34	184	GreenWd	G, J, Y		G, J, Y
S35	185	GreenWd2	D, K, P		D, K, P
S36	186	GreenWd3	E, N, P		E, N, P
S37	219	GunSolEX	G	G	
S38	218	Z Saver	Z	Z	
S39	221	Roll	R		R
S40	222	RollSP	R		R
S41	223	RollDS	R		R
S42	224	GutsMan	G		G
S43	225	GutsMnSP	G		G
S44	226	GutsMnDS	G		G
S45	227	WindMan	W		W
S46	228	WindMnSP	W		W
S47	229	WindMnDS	W		W
S48	230	SerchMan	S		S
S49	231	SrchMnSP	S		S
S50	232	SrchMnDS	S		S
S51	233	FireMan	F		F
S52	234	FireMnSP	F		F
S53	235	FireMnDS	F		F
S54	236	ThunMan	T		T
S55	237	ThunMnSP	T		T
S56	238	ThunMnDS	T		T
