ID,Internal Id,Name,Codes,Allowed,Banned
128,169,Team2,"D, L, P, S, Z, *","D, L, S, *","P, Z"
129,99,TimeBomb,"J, K, L, M, N","K, L, M, N",J
130,100,Mine,"A, D, L, R, S, *","A, S, *","D, L, R"
131,75,Lance,"D, E, H, R, Z","E, H, R","D, Z"
132,131,Snake,"D, E, I, R, Y","D, E, R, Y",I
133,118,Guard,*,*,
134,119,PanlOut1,"A, B, D, L, S, *","A, B, L, *","D, S"
135,120,PanlOut3,"C, E, N, R, Y, *","C, *","E, N, R, Y"
136,129,PanlGrab,"A, H, L, S, Y, *","A, *","H, L, S, Y"
137,130,AreaGrab,"E, L, R, S, Y, *","E, L, *","R, S, Y"
138,136,GrabBack,"A, E, I, K, N","A, K","E, I, N"
139,137,GrabRvng,"C, G, P, R, Y","C, P, Y","G, R"
140,141,RockCube,"A, C, E, H, R, *","A, *","C, E, H, R"
141,142,Prism,"H, J, K, Q, W","H, Q","J, K, W"
142,143,Wind,"A, E, H, O, S, *","A, S, *","E, H, O"
143,144,Fan,"A, G, L, R, T, *","A, L, *","G, R, T"
144,170,Fanfare,"C, E, G, L, Y, *","C, E, L, Y, *",G
145,171,Discord,"D, F, N, T, Z, *","F, T, Z, *","D, N"
146,172,Timpani,"A, N, Q, U, W, *","A, N, W, *","Q, U"
147,121,Recov10,"A, C, E, G, L, *","A, C, L, *","E, G"
148,122,Recov30,"B, D, F, H, M, *","D, F, *","B, H, M"
149,123,Recov50,"C, E, G, I, N, *","C, E, G, *","I, N"
150,124,Recov80,"D, F, H, J, O, *","D, J","F, H, O, *"
151,125,Recov120,"O, Q, S, U, W, *","O, S, W, *","Q, U"
152,126,Recov150,"N, P, R, T, V, *","N, P, V","R, T, *"
153,127,Recov200,"M, N, U, V, W","M, N, W","U, V"
154,128,Recov300,"O, R, V, W, Z","O, R","V, W, Z"
155,159,Repair,"A, C, D, F, S, *","A, S, *","C, D, F"
156,157,SloGauge,"A, C, R, S, Z, *",*,"A, C, R, S, Z"
157,158,FstGauge,"B, E, J, R, Y, *",*,"B, E, J, R, Y"
158,41,Panic,"A, C, L, R, Z","C, L","A, R, Z"
159,138,Geddon1,"D, J, M, O, S, *","D, J, *","M, O, S"
160,139,Geddon2,"F, H, N, O, W","F, W","H, N, O"
161,140,Geddon3,"C, M, U, W, Y","C, U","M, W, Y"
162,194,CopyDmg,"A, F, H, L, Y, *","F, *","A, H, L, Y"
163,160,Invis,"B, E, F, R, S, *",*,"B, E, F, R, S"
164,165,Shadow,"H, J, N, Q, U, *","H, J, U, *","N, Q"
165,162,Mole1,"A, D, H, J, O, *","D, H, J, *","A, O"
166,163,Mole2,"B, G, I, K, R, *","B, K, R, *","G, I"
167,164,Mole3,"C, E, L, M, Q","C, M, Q","E, L"
168,168,AirShoes,"H, I, N, U, Y, *","N, *","H, I, U, Y"
169,173,Barrier,"C, E, L, R, S, *","E, L, R, *","C, S"
170,174,Barr100,"E, J, M, R, T, *","E, R, *","J, M, T"
171,175,Barr200,"E, F, H, R, U","E, R","F, H, U"
172,176,Aura,"F, I, S, U, Y","F, I","S, U, Y"
173,177,NrthWind,"A, C, N, S, Z","A, Z","C, N, S"
174,166,Mettaur,"L, T","L, T",
175,167,Bunny,"B, R","B, R",
176,186,Spikey,"E, G","E, G",
177,185,Swordy,"S, W","S, W",
178,188,Jelly,"E, Y","E, Y",
179,187,Mushy,"C, H","C, H",
180,77,Momogra,"G, R","G, R",
181,189,KillrEye,"E, K","E, K",
182,76,Scuttlst,"A, M","A, M",
183,161,Hole,"A, B, S, T, Z, *","Z, *","A, B, S, T"
184,178,HolyPanl,"E, J, L, R, U, *","L, R, U, *","E, J"
185,179,LavaStge,"A, E, R, T, Y, *","A, T, *","E, R, Y"
186,180,IceStage,"C, G, M, Q, T, *","C, *","G, M, Q, T"
187,181,GrassStg,"E, J, R, W, Z, *","E, *","J, R, W, Z"
188,182,SandStge,"B, C, Q, U, W","B, C, W","Q, U"
189,183,MetlStge,"D, G, M, O, S","M, S","D, G, O"
190,184,Snctuary,"A, C, E, L, S","A, C","E, L, S"
191,191,AntiDmg,"C, F, H, M, S","M, S","C, F, H"
192,192,AntiSwrd,"B, K, R, U, Y","K, Y","B, R, U"
193,190,AntiNavi,"A, M, N, V, W","M, N","A, V, W"
194,193,AntiRecv,"B, D, E, O, S","B, D","E, O, S"
195,195,Atk+10,*,*,
196,196,Fire+30,*,*,
197,197,Aqua+30,*,*,
198,198,Elec+30,*,*,
199,199,Wood+30,*,*,
200,200,Navi+20,*,*,
601,202,Muramasa,M,M,
602,207,HeroSwrd,P,P,
603,208,ZeusHamr,Z,Z,
604,215,StandOut,"P, *","P, *",
605,273,Salamndr,"S, *","S, *",
606,216,WatrLine,"C, *","C, *",
607,274,Fountain,"D, *","D, *",
608,217,Lightning,"L, *","L, *",
609,275,Bolt,"T, *","T, *",
610,218,GaiaSwrd,"G, *","G, *",
611,276,GaiaBlad,"G, *","G, *",
612,212,Meteors,R,R,
613,203,Guardian,O,O,
614,204,Anubis,A,A,
615,209,GodStone,S,S,
616,210,OldWood,W,W,
617,214,Jealousy,J,J,
618,213,Poltrgst,G,G,
619,201,LifeAura,D,D,
620,211,FullCust,*,*,
621,205,Atk+30,*,*,
622,206,Navi+40,*,*,
623,219,Roll,R,,R
624,220,Roll V2,R,,R
625,221,Roll V3,R,,R
626,222,GutsMan,G,,G
627,223,GutsMan V2,G,,G
628,224,GutsMan V3,G,,G
629,225,GutsMan V4,G,,G
630,227,ProtoMan,B,,B
631,228,ProtoMn V2,B,,B
632,229,ProtoMn V3,B,,B
633,230,ProtoMn V4,B,,B
634,232,FlashMan,F,,F
635,233,FlashMn V2,F,,F
636,234,FlashMn V3,F,,F
637,235,FlashMn V4,F,,F
638,237,BeastMan,B,,B
639,238,BeastMn V2,B,,B
640,239,BeastMn V3,B,,B
641,240,BeastMn V4,B,,B
642,242,BubblMan,B,,B
643,243,BubblMn V2,B,,B
644,244,BubblMn V3,B,,B
645,245,BubblMn V4,B,,B
646,247,DesrtMan,D,,D
647,248,DesrtMn V2,D,,D
648,249,DesrtMn V3,D,,D
649,250,DesrtMn V4,D,,D
650,252,PlantMan,P,,P
651,253,PlantMn V2,P,,P
652,254,PlantMn V3,P,,P
653,255,PlantMn V4,P,,P
654,257,FlamMan,F,,F
655,258,FlamMan V2,F,,F
656,259,FlamMan V3,F,,F
657,260,FlamMan V4,F,,F
658,262,DrillMan,D,,D
659,263,DrillMn V2,D,,D
660,264,DrillMn V3,D,,D
661,265,DrillMn V4,D,,D
662,267,MetalMan,M,,M
663,268,MetalMn V2,M,,M
664,269,MetalMn V3,M,,M
665,270,MetalMn V4,M,,M
666,277,KingMan,K,,K
667,278,KingMan V2,K,,K
668,279,KingMan V3,K,,K
669,280,KingMan V4,K,,K
670,282,MistMan,M,,M
671,283,MistMan V2,M,,M
672,284,MistMan V3,M,,M
673,285,MistMan V4,M,,M
674,287,BowlMan,B,,B
675,288,BowlMan V2,B,,B
676,289,BowlMan V3,B,,B
677,290,BowlMan V4,B,,B
678,292,DarkMan,D,,D
679,293,DarkMan V2,D,,D
680,294,DarkMan V3,D,,D
681,295,DarkMan V4,D,,D
682,297,JapanMan,Y,,Y
683,298,JapanMn V2,Y,,Y
684,299,JapanMn V3,Y,,Y
685,300,JapanMn V4,Y,,Y
901,304,NavRcycl,*,*,
902,306,Bass,X,X,
903,307,Serenade,S,S,
904,308,Balance,Y,,Y
905,305,AlphArmΣ,V,,V
906,226,GutsManV5,G,,G
907,231,ProtoMnV5,P,,P
908,236,FlashMnV5,F,,F
909,241,BeastMnV5,B,,B
910,246,BubblMnV5,B,,B
911,251,DesrtMnV5,D,,D
912,256,PlantMnV5,P,,P
913,261,FlamManV5,F,,F
914,266,DrillMnV5,D,,D
915,271,MetalMnV5,M,,M
916,281,KingManV5,K,,K
917,286,MistManV5,M,,M
918,291,BowlManV5,B,,B
919,296,DarkManV5,D,,D
920,301,JapanMnV5,Y,,Y
S01,272,Punk,P,,P
S02,312,BassGS,X,X,
